-0.0351,0.0000
-0.0128,0.0000
-0.0511,0.0000
-0.0160,0.0000
-0.0160,0.0000
-0.0415,0.0000
-0.0032,0.0000
-0.0064,0.0000
0.0000,0.0000
0.0064,0.0000
-0.0096,0.0000
-0.0160,0.0000
0.0096,0.0000
0.0000,0.0000
-0.0224,0.0000
-0.0128,0.0000
0.0000,0.0000
-0.0064,0.0000
-0.0128,0.0000
-0.0032,0.0000
-0.0160,0.0000
0.0096,0.0000
-0.0351,0.0000
-0.0192,0.0000
-0.0128,0.0000
-0.0351,0.0000
-0.0160,0.0000
-0.0192,0.0000
-0.0128,0.0000
0.0096,0.0000
-0.0160,0.0000
-0.0160,0.0000
-0.0256,0.0000
0.0032,0.0000
0.0032,0.0000
-0.0096,0.0000
-0.0096,0.0000
0.0032,0.0000
-0.0287,0.0000
-0.0160,0.0000
-0.0160,0.0000
-0.0192,0.0000
