-0.0032,0.0000
0.0000,0.0000
-0.0064,0.0000
-0.0192,0.0000
-0.0319,0.0000
-0.0128,0.0000
-0.0096,0.0000
-0.0287,0.0000
-0.0096,0.0000
-0.0032,0.0000
-0.0096,0.0000
-0.0287,0.0000
-0.0032,0.0000
-0.0096,0.0000
-0.0096,0.0000
-0.0351,0.0000
0.0032,0.0000
0.0096,0.0000
0.0160,0.0000
0.0000,0.0000
-0.0064,0.0000
0.0287,0.0000
0.0160,0.0000
-0.0096,0.0000
-0.0096,0.0000
-0.0032,0.0000
-0.0160,0.0000
-0.0128,0.0000
-0.0160,0.0000
-0.0192,0.0000
-0.0096,0.0000
-0.0064,0.0000
-0.0064,0.0000
-0.0032,0.0000
-0.0064,0.0000
0.0064,0.0000
-0.0224,0.0000
-0.0032,0.0000
-0.0128,0.0000
-0.0160,0.0000
-0.0096,0.0000
-0.0256,0.0000
-0.0032,0.0000
-0.0128,0.0000
-0.0064,0.0000
-0.0032,0.0000
-0.0096,0.0000
-0.0192,0.0000
0.0032,0.0000
0.0192,0.0000
0.0000,0.0000
-0.0096,0.0000
-0.0192,0.0000
-0.0287,0.0000
-0.0224,0.0000
0.0128,0.0000
-0.0064,0.0000
-0.0032,0.0000
-0.0383,0.0000
-0.0160,0.0000
-0.0256,0.0000
0.0000,0.0000
-0.0192,0.0000
-0.0064,0.0000
-0.0192,0.0000
-0.0128,0.0000
-0.0287,0.0000
-0.0128,0.0000
-0.0032,0.0000
-0.0224,0.0000
-0.0224,0.0000
-0.0096,0.0000
0.0032,0.0000
0.0096,0.0000
-0.0128,0.0000
-0.0064,0.0000
-0.0128,0.0000
-0.0256,0.0000
-0.0319,0.0000
0.0000,0.0000
-0.0128,0.0000
0.0064,0.0000
-0.0032,0.0000
0.0032,0.0000
0.0000,0.0000
0.0032,0.0000
-0.0224,0.0000
-0.0224,0.0000
0.0096,0.0000
0.0000,0.0000
-0.0032,0.0000
-0.0096,0.0000
0.0000,0.0000
-0.0160,0.0000
0.0000,0.0000
-0.0128,0.0000
-0.0096,0.0000
0.0224,0.0000
0.0032,0.0000
0.0064,0.0151
-0.0032,0.0151
0.0000,0.0151
-0.0128,0.0151
-0.0224,0.0152
-0.0160,0.0149
0.0096,0.0149
-0.0128,0.0149
-0.0096,0.0147
-0.0096,0.0147
-0.0096,0.0147
-0.0128,0.0147
0.0032,0.0144
-0.0128,0.0145
0.0000,0.0144
-0.0224,0.0146
-0.0128,0.0142
0.0032,0.0142
-0.0128,0.0142
0.0096,0.0142
-0.0064,0.0142
-0.0319,0.0145
-0.0064,0.0143
-0.0064,0.0142
0.0000,0.0142
-0.0064,0.0141
-0.0287,0.0144
-0.0032,0.0143
0.0064,0.0143
-0.0192,0.0143
-0.0128,0.0143
-0.0224,0.0144
-0.0128,0.0145
-0.0128,0.0145
-0.0032,0.0145
